85;floating_harbor;604.60;9.50;1621.50;-2.76;10038
85;floating_harbor;627.63;9.50;1623.53;-3.82;11250
100;floating_harbor;333.42;9.50;1578.70;-3.85;11284
105;floating_harbor;4837.20;9.50;1643.60;-0.64;9186
105;floating_harbor;4733.40;9.50;1666.50;0.38;11204
105;floating_harbor;4781.61;9.50;1662.27;-0.72;11208
106;floating_harbor;232.10;9.50;1603.85;-4.55;4203
106;floating_harbor;328.15;9.50;1597.10;-2.98;4713
106;floating_harbor;259.79;9.50;1583.36;-3.46;11328
109;floating_harbor;2614.95;9.50;1639.95;-0.79;11243
110;floating_harbor;4674.37;9.50;1642.86;-0.20;9495
110;floating_harbor;4608.12;9.50;1640.40;-1.06;9852
111;floating_harbor;754.88;9.50;1543.40;1.06;11512
117;floating_harbor;3242.70;9.50;1616.79;-0.24;11285
117;floating_harbor;3584.00;9.50;1328.00;-2.21;11409
129;floating_harbor;3578.53;9.50;1497.92;-3.66;11635
131;floating_harbor;2830.26;9.50;1551.13;-1.11;11488
132;floating_harbor;3655.37;9.50;1476.14;-2.94;11793
132;floating_harbor;3745.14;9.50;1470.63;-4.51;11863
133;floating_harbor;3525.08;9.50;1509.27;-3.42;11580
141;floating_harbor;4696.14;9.50;1503.63;-4.52;11669
142;floating_harbor;4425.43;9.50;1462.24;-1.98;11910
170;floating_harbor;680.85;9.50;1525.90;0.17;11607
172;floating_harbor;3246.00;9.50;1333.00;0.00;12774
172;floating_harbor;3275.65;9.50;1332.59;0.34;12850
172;floating_harbor;3398.43;9.50;1261.24;-1.98;13162
179;floating_harbor;4459.00;9.50;1263.00;-3.65;12107
182;floating_harbor;4286.95;9.50;1389.05;-2.36;12327
184;floating_harbor;328.05;9.50;1419.95;0.79;12211
1;arms_factory;5100.00;9.88;1979.00;6.25;0
1;air_base;5075.00;9.82;1989.00;4.40;0
1;supply_node;5043.00;10.10;1980.00;1.01;0
1;supply_node;5101.00;9.90;1956.00;2.31;0
1;supply_node;5068.00;9.90;1960.00;0.02;0
1;supply_node;5091.00;9.90;2002.00;2.57;0
1;supply_node;5064.00;10.00;1995.00;2.10;0
1;supply_node;5114.00;9.80;2010.00;0.41;0
1;supply_node;5087.00;9.80;1978.00;3.24;0
1;supply_node;5013.00;9.90;1994.00;1.57;0
1;supply_node;5076.00;9.85;2019.00;0.27;0
1;supply_node;5044.00;9.98;2001.00;5.98;0
1;supply_node;5032.00;10.00;1962.00;6.20;0
1;bunker;5060.00;9.75;1977.00;5.38;0
1;bunker;5116.00;9.90;2007.00;3.14;0
1;bunker;5040.00;10.00;1993.00;4.84;0
1;bunker;5102.00;9.90;1942.00;0.34;0
1;bunker;5074.00;10.00;2008.00;1.18;0
1;bunker;5027.00;9.90;1992.00;4.77;0
1;bunker;5079.00;9.93;1951.00;4.86;0
1;bunker;5095.00;9.90;1985.00;2.91;0
1;bunker;5071.00;9.80;2017.00;2.62;0
1;bunker;5046.00;9.98;2000.00;4.63;0
1;bunker;5027.00;9.85;1964.00;1.21;0
1;coastal_bunker;5058.00;9.78;2012.00;-2.82;0
1;coastal_bunker;5115.00;9.78;2023.00;-3.57;0
1;coastal_bunker;5002.00;9.78;2000.00;-2.71;0
1;coastal_bunker;5089.00;9.78;2021.00;-4.25;0
1;coastal_bunker;5095.00;9.75;2016.00;-3.40;0
1;coastal_bunker;5036.00;9.80;1999.00;-3.34;0
1;special_project_facility_spawn;5123.00;9.85;2002.00;0.02;0
1;special_project_facility_spawn;5109.00;10.10;1939.00;2.49;0
1;special_project_facility_spawn;5096.00;9.88;1985.00;5.88;0
1;special_project_facility_spawn;5066.00;9.73;1982.00;0.79;0
1;special_project_facility_spawn;5043.00;10.10;1977.00;4.94;0
1;special_project_facility_spawn;5013.00;9.88;2001.00;1.00;0
1;special_project_facility_spawn;5065.00;9.90;1948.00;2.11;0
1;special_project_facility_spawn;5101.00;9.80;2003.00;2.98;0
1;special_project_facility_spawn;5071.00;9.80;2025.00;3.67;0
1;special_project_facility_spawn;5043.00;9.88;2005.00;1.17;0
1;special_project_facility_spawn;5028.00;9.85;1957.00;1.90;0
1;naval_base_spawn;5020.00;9.80;2009.00;-2.71;15730
1;naval_base_spawn;5105.00;9.70;2022.00;-2.36;20237
1;naval_base_spawn;5082.00;9.75;2026.00;-4.25;20237
1;naval_base_spawn;5061.00;9.53;2016.00;-2.94;21071
1;naval_base_spawn;5096.00;9.75;2017.00;-3.40;20237
1;naval_base_spawn;5038.00;9.80;2001.00;-3.34;18877
1;floating_harbor;4855.00;9.50;1899.00;0.00;7567
1;floating_harbor;4955.00;9.50;1909.00;-0.61;7570
1;floating_harbor;5212.13;9.50;1875.74;-2.68;7574
1;floating_harbor;4612.06;9.50;1890.71;1.01;7575
2;arms_factory;2431.00;9.95;1981.00;0.23;0
2;industrial_complex;2466.00;10.05;2016.00;4.44;0
2;supply_node;2456.00;11.07;1942.00;1.31;0
2;supply_node;2503.00;10.10;2001.00;0.89;0
2;supply_node;2447.00;10.05;2004.00;4.89;0
2;supply_node;2475.00;10.50;1998.00;0.68;0
2;supply_node;2492.00;10.00;1964.00;4.15;0
2;supply_node;2515.00;10.40;1979.00;1.53;0
2;supply_node;2473.00;10.43;1973.00;2.10;0
2;supply_node;2443.00;10.10;1982.00;3.25;0
2;supply_node;2420.00;10.03;1990.00;3.82;0
2;supply_node;2485.00;10.00;2018.00;1.59;0
2;supply_node;2463.00;10.00;2016.00;1.48;0
2;bunker;2434.00;9.90;1991.00;5.91;0
2;bunker;2458.00;10.45;1970.00;4.62;0
2;bunker;2489.00;10.53;2003.00;3.71;0
2;bunker;2458.00;11.05;1945.00;1.17;0
2;bunker;2526.00;10.00;1983.00;0.61;0
2;bunker;2484.00;10.05;1966.00;2.98;0
2;bunker;2474.00;10.07;2020.00;0.19;0
2;bunker;2490.00;9.93;2020.00;4.00;0
2;bunker;2506.00;9.85;2015.00;2.19;0
2;bunker;2451.00;10.10;2002.00;4.44;0
2;bunker;2414.00;9.75;1984.00;2.96;0
2;coastal_bunker;2467.00;9.75;2025.00;-2.74;0
2;coastal_bunker;2520.00;9.80;1999.00;-4.65;0
2;coastal_bunker;2492.00;9.80;1959.00;0.54;0
2;coastal_bunker;2413.00;9.57;1997.00;-2.85;0
2;coastal_bunker;2524.00;9.93;1994.00;-3.65;0
2;coastal_bunker;2481.00;9.85;2028.00;-2.72;0
2;coastal_bunker;2436.00;9.75;1998.00;-2.82;0
2;coastal_bunker;2442.00;9.57;2001.00;-1.41;0
2;synthetic_refinery;2480.00;10.30;1972.00;0.01;0
2;fuel_silo;2468.00;10.15;2013.00;0.66;0
2;special_project_facility_spawn;2464.00;10.30;1991.00;3.77;0
2;special_project_facility_spawn;2453.00;10.05;1994.00;0.26;0
2;special_project_facility_spawn;2464.00;10.38;1972.00;4.44;0
2;special_project_facility_spawn;2528.00;9.93;1983.00;5.28;0
2;special_project_facility_spawn;2485.00;9.95;1962.00;1.97;0
2;special_project_facility_spawn;2421.00;9.85;2000.00;3.96;0
2;special_project_facility_spawn;2447.00;9.98;2001.00;0.74;0
2;special_project_facility_spawn;2492.00;10.23;2010.00;0.01;0
2;special_project_facility_spawn;2445.00;10.98;1934.00;3.40;0
2;special_project_facility_spawn;2469.00;10.20;2014.00;5.64;0
2;special_project_facility_spawn;2498.00;9.90;2018.00;3.23;0
2;naval_base_spawn;2471.00;9.53;2027.00;-2.74;20269
2;naval_base_spawn;2489.00;9.50;1957.00;0.54;17992
2;naval_base_spawn;2420.00;9.50;1975.00;-0.71;21108
2;naval_base_spawn;2522.00;9.85;1997.00;-4.65;16766
2;naval_base_spawn;2440.00;9.57;2010.00;-1.41;20131
2;naval_base_spawn;2529.00;9.78;1972.00;0.73;21125
2;naval_base_spawn;2493.00;9.80;2022.00;-4.45;17481
2;naval_base_spawn;2443.00;9.80;1993.00;-2.82;20131
3;arms_factory;1440.00;9.98;2018.00;5.42;0
3;arms_factory;1442.00;9.88;2010.00;1.80;0
3;arms_factory;1443.00;9.90;2008.00;2.23;0
3;arms_factory;1440.00;10.00;2015.00;0.23;0
3;arms_factory;1444.00;9.90;2017.00;4.44;0
3;arms_factory;1442.00;9.88;2010.00;1.11;0
3;industrial_complex;1441.00;9.90;2022.00;2.97;0
3;industrial_complex;1434.00;9.80;2013.00;0.54;0
3;industrial_complex;1437.00;9.80;2009.00;4.40;0
3;industrial_complex;1450.00;9.80;2008.00;2.83;0
3;industrial_complex;1436.00;9.85;2014.00;0.20;0
3;industrial_complex;1433.00;9.75;2014.00;2.56;0
3;air_base;1436.00;9.82;2011.00;3.76;0
3;supply_node;1440.00;9.90;2013.00;3.45;0
3;bunker;1440.00;9.95;2014.00;4.89;0
3;coastal_bunker;1447.00;9.50;2003.00;0.56;0
3;stronghold_network;1439.00;9.98;2015.00;2.00;0
3;dockyard;1451.00;9.75;2010.00;-3.84;0
3;anti_air_building;1435.00;9.80;2019.00;4.66;0
3;anti_air_building;1438.00;9.95;2017.00;3.24;0
3;anti_air_building;1447.00;9.78;2004.00;5.91;0
3;synthetic_refinery;1443.00;9.90;2014.00;2.26;0
3;fuel_silo;1436.00;9.85;2013.00;6.14;0
3;radar_station;1442.00;9.95;2015.00;4.84;0
3;nuclear_reactor_spawn;1448.00;9.90;2008.00;5.40;0
3;special_project_facility_spawn;1436.00;9.78;2009.00;1.43;0
3;rocket_site_spawn;1438.00;9.90;2012.00;2.56;0
3;naval_base_spawn;1435.00;9.50;2008.00;0.56;16299
4;supply_node;970.00;10.00;2009.00;2.96;0
4;supply_node;971.00;10.05;1968.00;1.94;0
4;supply_node;962.00;9.93;1996.00;4.22;0
4;supply_node;987.00;10.40;1982.00;3.82;0
4;bunker;984.00;10.30;1975.00;5.55;0
4;bunker;957.00;9.80;2012.00;0.68;0
4;bunker;979.00;10.20;1975.00;2.78;0
4;bunker;976.00;10.10;1998.00;0.45;0
4;coastal_bunker;977.00;9.73;2015.00;-3.50;0
4;coastal_bunker;960.00;9.50;1983.00;-0.69;0
4;coastal_bunker;961.00;9.50;1980.00;-2.20;0
4;dockyard;961.00;9.75;2016.00;-2.23;0
4;special_project_facility_spawn;963.00;9.80;1980.00;0.25;0
4;special_project_facility_spawn;968.00;9.90;1997.00;6.03;0
4;special_project_facility_spawn;977.00;10.00;2003.00;2.56;0
4;special_project_facility_spawn;989.00;10.30;1973.00;0.27;0
4;naval_base_spawn;953.00;9.50;1999.00;-0.69;18740
4;naval_base_spawn;979.00;9.73;2014.00;-3.50;15327
4;naval_base_spawn;961.00;9.50;1980.00;-2.20;18740
4;floating_harbor;1439.99;9.50;1910.93;-0.14;5059
5;arms_factory;1423.00;9.82;1994.00;1.11;0
5;arms_factory;1432.00;9.90;1982.00;2.97;0
5;arms_factory;1428.00;9.95;1985.00;0.54;0
5;arms_factory;1432.00;9.98;1989.00;4.40;0
5;arms_factory;1418.00;9.80;1995.00;2.83;0
5;arms_factory;1433.00;10.00;1990.00;0.20;0
5;industrial_complex;1418.00;9.78;1976.00;2.56;0
5;industrial_complex;1427.00;9.98;1980.00;3.76;0
5;industrial_complex;1422.00;9.82;1988.00;5.91;0
5;industrial_complex;1432.00;9.90;1983.00;4.89;0
5;industrial_complex;1430.00;9.82;1977.00;2.31;0
5;industrial_complex;1430.00;9.80;1994.00;2.00;0
5;air_base;1423.00;9.75;1997.00;4.72;0
5;supply_node;1430.00;9.90;1991.00;1.01;0
5;supply_node;1429.00;9.88;1978.00;0.89;0
5;bunker;1439.00;9.88;1992.00;5.91;0
5;bunker;1429.00;9.90;1979.00;2.26;0
5;coastal_bunker;1421.00;9.50;1973.00;-0.38;0
5;coastal_bunker;1432.00;9.75;2002.00;-2.52;0
5;stronghold_network;1418.00;9.78;1996.00;5.40;0
5;dockyard;1418.00;9.73;1997.00;-2.52;0
5;anti_air_building;1425.00;9.93;1980.00;2.56;0
5;anti_air_building;1424.00;9.88;1976.00;3.36;0
5;anti_air_building;1438.00;9.80;1980.00;3.00;0
5;synthetic_refinery;1431.00;10.00;1985.00;5.73;0
5;fuel_silo;1434.00;9.90;1985.00;5.17;0
5;radar_station;1432.00;10.00;1988.00;5.58;0
5;nuclear_reactor_spawn;1442.00;9.80;1990.00;4.25;0
5;special_project_facility_spawn;1423.00;9.80;1983.00;6.24;0
5;special_project_facility_spawn;1437.00;9.80;1980.00;4.85;0
5;rocket_site_spawn;1424.00;9.80;1994.00;0.52;0
5;naval_base_spawn;1442.00;9.50;1979.00;-4.63;21110
5;naval_base_spawn;1416.00;9.50;1995.00;-1.41;21105
6;arms_factory;1393.00;9.88;1978.00;0.54;0
6;arms_factory;1399.00;9.85;1977.00;4.40;0
6;arms_factory;1394.00;10.00;1974.00;2.83;0
6;arms_factory;1409.00;9.85;1963.00;0.20;0
6;arms_factory;1399.00;10.03;1970.00;2.56;0
6;arms_factory;1403.00;9.85;1982.00;3.76;0
6;industrial_complex;1407.00;9.85;1973.00;5.91;0
6;industrial_complex;1399.00;9.78;1964.00;4.89;0
6;industrial_complex;1405.00;9.90;1967.00;2.31;0
6;industrial_complex;1406.00;9.90;1970.00;2.00;0
6;industrial_complex;1403.00;9.82;1985.00;4.72;0
6;industrial_complex;1400.00;9.85;1977.00;4.66;0
6;air_base;1389.00;9.80;1976.00;3.24;0
6;supply_node;1401.00;9.90;1967.00;5.78;0
6;supply_node;1399.00;9.80;1978.00;4.89;0
6;bunker;1393.00;9.90;1976.00;6.14;0
6;bunker;1408.00;9.80;1959.00;3.05;0
6;coastal_bunker;1408.00;9.80;1985.00;-4.33;0
6;coastal_bunker;1411.00;9.78;1963.00;1.25;0
6;stronghold_network;1406.00;9.85;1986.00;2.56;0
6;dockyard;1389.00;9.50;1967.00;-1.03;0
6;anti_air_building;1399.00;9.90;1976.00;3.00;0
6;anti_air_building;1399.00;10.00;1974.00;5.73;0
6;anti_air_building;1403.00;9.88;1966.00;5.17;0
6;synthetic_refinery;1392.00;9.85;1979.00;3.96;0
6;fuel_silo;1398.00;9.98;1968.00;4.25;0
6;radar_station;1399.00;10.05;1973.00;3.03;0
6;nuclear_reactor_spawn;1397.00;10.05;1972.00;4.85;0
6;special_project_facility_spawn;1405.00;9.90;1981.00;0.52;0
6;special_project_facility_spawn;1393.00;9.90;1971.00;5.49;0
6;rocket_site_spawn;1390.00;9.88;1970.00;2.82;0
6;naval_base_spawn;1409.00;9.50;1958.00;1.25;16269
6;naval_base_spawn;1401.00;9.50;1981.00;-3.61;13837
7;industrial_complex;4567.00;9.80;1925.00;2.31;0
7;air_base;4559.00;10.00;1886.00;2.26;0
7;supply_node;4565.00;9.75;1925.00;6.18;0
7;supply_node;4556.00;10.20;1898.00;0.53;0
7;supply_node;4536.00;9.90;1903.00;4.15;0
7;bunker;4539.00;9.80;1896.00;0.30;0
7;bunker;4554.00;9.80;1921.00;0.37;0
7;bunker;4571.00;10.57;1900.00;0.18;0
7;coastal_bunker;4525.00;9.50;1901.00;-1.47;0
7;coastal_bunker;4568.00;9.70;1941.00;-3.39;0
7;coastal_bunker;4549.00;9.78;1918.00;-2.82;0
7;anti_air_building;4539.00;9.88;1900.00;2.86;0
7;special_project_facility_spawn;4572.00;9.90;1927.00;5.43;0
7;special_project_facility_spawn;4552.00;10.20;1901.00;0.51;0
7;special_project_facility_spawn;4541.00;9.80;1911.00;3.91;0
7;naval_base_spawn;4537.00;9.78;1909.00;-3.27;21173
7;naval_base_spawn;4563.00;9.70;1941.00;-2.88;18092
7;naval_base_spawn;4549.00;9.53;1919.00;-2.82;21173
8;arms_factory;1604.00;10.03;1934.00;2.56;0
8;arms_factory;1679.00;9.93;1914.00;3.76;0
8;arms_factory;1611.00;9.80;1927.00;5.91;0
8;arms_factory;1682.00;9.78;1918.00;4.89;0
8;arms_factory;1620.00;9.82;1941.00;2.31;0
8;arms_factory;1621.00;9.85;1929.00;2.00;0
8;industrial_complex;1592.00;9.85;1935.00;4.72;0
8;industrial_complex;1666.00;9.78;1908.00;4.66;0
8;industrial_complex;1628.00;9.80;1940.00;3.24;0
8;industrial_complex;1617.00;10.05;1935.00;5.91;0
8;industrial_complex;1653.00;9.80;1922.00;2.26;0
8;industrial_complex;1649.00;9.80;1925.00;6.14;0
8;air_base;1646.00;9.80;1927.00;3.05;0
8;supply_node;1646.00;9.80;1927.00;0.53;0
8;supply_node;1610.00;9.95;1932.00;0.68;0
8;supply_node;1678.00;9.95;1907.00;4.18;0
8;supply_node;1589.00;10.05;1939.00;5.06;0
8;supply_node;1627.00;9.90;1934.00;5.40;0
8;supply_node;1665.00;9.80;1920.00;3.10;0
8;bunker;1610.00;9.90;1930.00;5.17;0
8;bunker;1636.00;9.90;1930.00;3.96;0
8;bunker;1634.00;9.90;1933.00;4.25;0
8;bunker;1661.00;9.80;1915.00;6.24;0
8;bunker;1599.00;9.98;1939.00;4.85;0
8;bunker;1690.00;9.80;1906.00;0.52;0
8;coastal_bunker;1642.00;9.70;1940.00;-3.43;0
8;coastal_bunker;1691.00;9.70;1909.00;-4.62;0
8;coastal_bunker;1629.00;9.50;1925.00;0.38;0
8;coastal_bunker;1673.00;9.80;1922.00;-4.53;0
8;coastal_bunker;1611.00;9.80;1940.00;-2.90;0
8;coastal_bunker;1590.00;9.50;1932.00;0.00;0
8;stronghold_network;1592.00;9.88;1944.00;1.09;0
8;dockyard;1598.00;9.80;1943.00;-4.33;0
8;anti_air_building;1682.00;9.85;1907.00;5.49;0
8;anti_air_building;1583.00;9.93;1936.00;6.11;0
8;anti_air_building;1640.00;9.80;1931.00;0.30;0
8;synthetic_refinery;1675.00;10.07;1912.00;5.32;0
8;fuel_silo;1681.00;9.90;1904.00;4.96;0
8;radar_station;1635.00;9.50;1923.00;2.96;0
8;nuclear_reactor_spawn;1646.00;9.80;1928.00;1.12;0
8;special_project_facility_spawn;1672.00;9.98;1910.00;2.88;0
8;special_project_facility_spawn;1657.00;9.80;1928.00;0.65;0
8;special_project_facility_spawn;1617.00;9.95;1938.00;3.49;0
8;special_project_facility_spawn;1584.00;10.00;1938.00;4.56;0
8;special_project_facility_spawn;1604.00;9.82;1931.00;0.37;0
8;special_project_facility_spawn;1642.00;9.73;1920.00;0.18;0
8;rocket_site_spawn;1651.00;9.80;1923.00;2.51;0
8;naval_base_spawn;1650.00;9.50;1916.00;-0.22;20314
8;naval_base_spawn;1634.00;9.50;1923.00;0.57;20314
8;naval_base_spawn;1672.00;9.75;1923.00;-4.53;13862
8;naval_base_spawn;1593.00;9.50;1931.00;0.00;21161
8;naval_base_spawn;1674.00;9.50;1902.00;-0.98;21187
8;naval_base_spawn;1602.00;9.50;1929.00;-1.25;21161
9;arms_factory;1701.00;9.73;1901.00;5.91;0
9;arms_factory;1695.00;9.80;1899.00;4.89;0
9;arms_factory;1709.00;9.82;1894.00;4.66;0
9;industrial_complex;1696.00;9.70;1891.00;5.91;0
9;industrial_complex;1694.00;9.78;1895.00;3.05;0
9;industrial_complex;1694.00;9.80;1899.00;5.40;0
9;supply_node;1702.00;9.80;1893.00;5.06;0
9;bunker;1701.00;9.80;1891.00;3.96;0
9;coastal_bunker;1703.00;9.53;1883.00;-0.79;0
9;anti_air_building;1708.00;9.80;1894.00;1.93;0
9;synthetic_refinery;1709.00;9.73;1897.00;1.99;0
9;nuclear_reactor_spawn;1713.00;9.80;1897.00;1.78;0
9;special_project_facility_spawn;1702.00;9.70;1899.00;0.30;0
9;naval_base_spawn;1713.00;9.75;1898.00;-4.09;17892
9;floating_harbor;1714.70;9.50;1902.07;-0.95;4659
10;arms_factory;3625.00;10.03;1782.00;2.31;0
10;arms_factory;3626.00;10.03;1781.00;2.00;0
10;arms_factory;3636.00;9.85;1772.00;4.72;0
10;arms_factory;3630.00;10.00;1781.00;4.66;0
10;arms_factory;3639.00;9.82;1773.00;3.24;0
10;arms_factory;3615.00;9.80;1786.00;5.91;0
10;industrial_complex;3635.00;9.98;1775.00;2.26;0
10;industrial_complex;3625.00;9.85;1774.00;6.14;0
10;industrial_complex;3636.00;9.93;1778.00;3.05;0
10;industrial_complex;3617.00;9.85;1783.00;5.40;0
10;industrial_complex;3624.00;10.07;1781.00;1.43;0
10;industrial_complex;3622.00;9.93;1786.00;2.56;0
10;air_base;3626.00;10.00;1783.00;3.36;0
10;supply_node;3627.00;10.10;1779.00;5.40;0
10;bunker;3628.00;9.88;1774.00;5.73;0
10;coastal_bunker;3627.00;9.80;1786.00;-3.61;0
10;stronghold_network;3635.00;9.80;1780.00;3.96;0
10;dockyard;3621.00;9.80;1789.00;-3.61;0
10;anti_air_building;3621.00;9.98;1786.00;6.24;0
10;anti_air_building;3628.00;9.88;1784.00;4.85;0
10;anti_air_building;3629.00;9.80;1772.00;0.52;0
10;synthetic_refinery;3638.00;9.88;1774.00;5.49;0
10;fuel_silo;3632.00;10.03;1777.00;2.82;0
10;radar_station;3628.00;9.98;1781.00;4.80;0
10;nuclear_reactor_spawn;3620.00;10.00;1786.00;1.93;0
10;special_project_facility_spawn;3633.00;10.00;1776.00;1.99;0
10;rocket_site_spawn;3615.00;9.80;1784.00;6.13;0
10;naval_base_spawn;3633.00;9.50;1770.00;0.59;21296
11;arms_factory;4586.00;10.00;1761.00;4.72;0
11;arms_factory;4590.00;9.90;1754.00;4.66;0
11;arms_factory;4582.00;10.12;1756.00;3.24;0
11;arms_factory;4576.00;9.85;1762.00;5.91;0
11;arms_factory;4591.00;10.00;1757.00;2.26;0
11;arms_factory;4583.00;10.07;1755.00;6.14;0
11;industrial_complex;4575.00;9.82;1764.00;3.05;0
11;industrial_complex;4580.00;10.07;1758.00;5.40;0
11;industrial_complex;4583.00;10.03;1768.00;1.43;0
11;industrial_complex;4573.00;9.80;1770.00;2.56;0
11;industrial_complex;4582.00;10.12;1763.00;3.36;0
11;industrial_complex;4585.00;9.95;1767.00;3.00;0
11;air_base;4579.00;9.90;1778.00;5.73;0
11;supply_node;4580.00;10.20;1769.00;2.24;0
11;supply_node;4593.00;10.03;1758.00;5.58;0
11;supply_node;4583.00;9.95;1751.00;5.13;0
11;bunker;4591.00;9.88;1754.00;6.24;0
11;bunker;4580.00;9.90;1779.00;4.85;0
11;bunker;4579.00;9.95;1755.00;0.52;0
11;coastal_bunker;4583.00;9.50;1744.00;1.03;0
11;coastal_bunker;4573.00;9.80;1777.00;-1.21;0
11;coastal_bunker;4600.00;9.88;1758.00;-4.59;0
11;stronghold_network;4582.00;9.90;1751.00;1.93;0
11;dockyard;4575.00;9.50;1753.00;-1.11;0
11;anti_air_building;4573.00;9.80;1773.00;6.13;0
11;anti_air_building;4584.00;10.07;1755.00;1.09;0
11;anti_air_building;4582.00;9.93;1779.00;1.78;0
11;synthetic_refinery;4578.00;10.15;1771.00;5.49;0
11;fuel_silo;4583.00;10.05;1765.00;6.11;0
11;radar_station;4586.00;9.88;1765.00;5.11;0
11;nuclear_reactor_spawn;4595.00;9.80;1754.00;5.32;0
11;special_project_facility_spawn;4588.00;9.88;1763.00;4.96;0
11;special_project_facility_spawn;4586.00;10.03;1755.00;0.62;0
11;special_project_facility_spawn;4582.00;10.12;1763.00;1.12;0
11;rocket_site_spawn;4576.00;9.95;1770.00;2.88;0
11;naval_base_spawn;4590.00;9.80;1784.00;-4.07;20719
11;naval_base_spawn;4598.00;9.57;1755.00;0.79;19148
11;naval_base_spawn;4577.00;9.50;1750.00;-1.11;21309
12;arms_factory;4641.00;9.82;1756.00;3.24;0
12;arms_factory;4649.00;9.80;1774.00;5.91;0
12;arms_factory;4646.00;9.80;1764.00;3.05;0
12;industrial_complex;4626.00;9.78;1763.00;3.00;0
12;industrial_complex;4643.00;9.90;1767.00;5.17;0
12;supply_node;4628.00;9.80;1762.00;5.13;0
12;supply_node;4642.00;9.90;1766.00;4.15;0
12;bunker;4638.00;9.85;1761.00;1.99;0
12;bunker;4627.00;9.80;1762.00;6.13;0
12;coastal_bunker;4642.00;9.50;1778.00;-3.57;0
12;coastal_bunker;4628.00;9.80;1768.00;-2.98;0
12;dockyard;4645.00;9.75;1758.00;0.90;0
12;anti_air_building;4630.00;9.80;1765.00;0.65;0
12;fuel_silo;4639.00;9.88;1757.00;0.18;0
12;special_project_facility_spawn;4644.00;9.80;1759.00;5.52;0
12;special_project_facility_spawn;4634.00;9.80;1764.00;4.93;0
12;rocket_site_spawn;4641.00;9.80;1773.00;1.87;0
12;naval_base_spawn;4643.00;9.80;1751.00;0.07;20542
12;naval_base_spawn;4623.00;9.50;1766.00;-2.98;21282
12;floating_harbor;4638.90;9.50;1720.85;-1.74;3050
13;arms_factory;3658.00;9.90;1752.00;2.26;0
13;arms_factory;3675.00;10.35;1763.00;6.14;0
13;arms_factory;3687.00;10.05;1755.00;3.05;0
13;arms_factory;3695.00;9.93;1757.00;5.40;0
13;arms_factory;3686.00;9.98;1765.00;1.43;0
13;arms_factory;3649.00;9.98;1765.00;2.56;0
